|comment|thensor|grade
722|В этом эссе автор отлично объясняет, что такое киберпанк, откуда он взялся и с чем его едят.|[-11.321468  -8.163891  -8.417876 ... -11.311777 -11.324364 -11.318459]|3
723|Начало отличной трилогии. Хорошо продуманный мир. Много юмора, иронии, легкого стеба - в общем, то что надо. Рекомендую.|[-11.956483  -9.643705  -8.757055 ... -11.10697  -11.129412 -11.118882]|3
724|Сюжет стал немного жестче, но таков данный мир... Но Бартимеус по прежнему хорош, такой же юморной, хотя испытания на его долю выпадают все сложнее и сложнее...|"[ -7.4668984  -9.511837   -9.791573  ... -10.169903  -10.174571
 -10.172395 ]"|3
725|книга очень хорошая Очень советую родителям которые заинтересованы ,чтобы их дети читали.В книге нет пошлости ,мата,секса,чернухи.Кроме того она ненавязчиво обучает.Читается с удовольствием,близка к волшебнику изумрудного города:много захватывающих приключений .много юмора . Все кто любят сказки-фентази получат массу удовольствия|[ -9.096495  -9.818584  -8.844787 ... -10.104551 -10.118177 -10.11179 ]|3
726|Одна из самых любимых книг. Очень затягивающий сюжет, довольно простое изложение. Прочитал залпом за 2 дня. В книге много юмора, стеба, иронии - в общем, то что мне нравится. Очень интересная книга!|[ -8.924644  -9.829995  -7.947571 ... -10.246681 -10.266762 -10.25731 ]|3
727|"Страуду удалось сделать эту книгу ещё завлекательней чем ""Амулет Самарканда"", хотя и это вторая книга трилогии. На долю Натаниэля и обоятельного джина Бартимеуса перепало много приключений, отлично описанных Страудом:)) Читать всем."|[-9.126459  -9.687335  -7.056284  ... -9.064807  -9.0696125 -9.06738  ]|3
728|Серия про Слимп очень весёлая,жанр приключения-детектив.читается легко с удовольствием.Вполне можно было бы обойтись без мата в этом автор переусердствовал.|[-9.403376  -7.9787126 -6.4850187 ... -9.54465   -9.555499  -9.550378 ]|3
729|"могу сказать, что мне вообще очень повезло, что есть такой дмитрий глуховский и что я читал эту книгу. несколько лет назад ""метро"" публиковалась только в сети, и я со страхом и предвкушением ожидал выхода новой главы. ""метро"" - одна из самых атмосферных книг, что я успел прочитать за свои 25 лет. возможно, она и не без минусов, но за великолепной и родной для постсоветского ребенка АТМОСФЕРНОСТЬЮ этого не замечаешь. мир, в котором происходит все действие, очень ОЧЕВИДНО наш, причем не в абстрактном будущем, а практически через полгода-год. это как оказаться частично в своих детских воспоминаниях о рассказах шепотом, частично в мечтах о каком-то Приключении, и вместе с тем в самой безнадежной и тоскливой жизни послезавтрашнего дня. сжиться с главным героем легко - он, как и я, почти новичок в этом мире, он ходит по этому страшному, оставшемуся от всего, месту и может спасти его, вместе со мной он боится смерти, вписывается в этот мир так же, как я сам вписываюсь ночами в rpg, вместе с ним столько чувствуешь! и когда минут за 10 до финала оказывается, что весь прежний накал чувств был только цветочками..."|[ -9.077907 -10.080813  -9.557174 ... -10.710205 -10.721392 -10.716126]|3
730|"Ефим Курганов - доктор философии, автор, автор 11-ти научных книг. Его перу принадлежат также исторический роман ""Завоеватель Парижа"" (о графе Ланжероне) и грандиозная историко-полицейская сага ""Шпион Его Величества"", посвященная борьбе русской и французской разведок в 1812-м году. Первый роман этого сериала был опубликован в 12 номере ""Невы"" за прошлый год, второй роман был помещен в 8-м номере ""Зарубежных записок"" за 2006-й год, а третий роман ""Шпиона"" обрел свой кров в 142-м номере журнала ""22"" (2006-й год). Еще один роман ""Шпиона"" увидел свет в 13 и 14 номерах копенгагенского журнала ""Новый берег"" (2006-й год)."|[-7.2770243 -6.8929243 -7.2949786 ... -8.286313  -8.295856  -8.291371 ]|3
731|"Подобно внешней простоте и вместе с тем непревзойденному мастерству, с которыми великий Шуберт создал цикл песен ""Прекрасная мельничиха"", В.Г. Глаз в своей книге ""Болезни Великих"", посредством гомеопатии, дал нам возможность прикоснуться к сложнейшим движениям человеческой души и чувствам великого композитора. Каждое гомеопатическое средство начинает обретать свой звук и тональность, сливаясь в прекрасные мелодии, подаренные нам много лет назад на долгие века. Даже самое огромное разнообразие слов не способно приблизить к радостям и печалям другого человека. И только усиливая это глубокими знаниями гомеопатии, светом и теплом своей души, В.Г.Глаз позволил нам ощутить боль и любовь, переполняющие одного из самых выдающихся мастеров музыки, распахнув дверь, в уже знакомый, но по-новому зазвучавший удивительный мир звуков Шуберта. Hilda Spektor, ND (Doctor of Naturopathy). New York, USA."|[-8.515059  -9.608105  -7.7561517 ... -8.691567  -8.684933  -8.688049 ]|3
732|потрясовательно во всех смыслах|[-10.985503 -11.629005  -8.476319 ... -10.176404 -10.187402 -10.18222 ]|3
733|Ну и зря все так ругали эту книгу, по-моему, Кинг все правильно сделал, а именно, оставил выбор перед читателями - хочешь - читай, не хочешь - для тебя эта итория завершится хэппи-эндом! А вообще-то автор как бы раскрывает все карты перед читателем таким неожиданным завершением похода Стрелка, открывая истинную сущность бытия по версии Стивена Кинга|[ -9.881794  -9.454321  -9.095836 ... -10.920953 -10.938615 -10.930292]|3
734|Как все начиналось...невероятно подробное описание каждого из народов (любовь автора к мелким деталям в этой книге приветствуется)...очень динамичный сюжет(чем, к сожалению, не могут похвастаться последние книги серии, не в укор великому Джордану будет сказано:)), очень интересные герои, причем их много, каждый из них по-своему интересен, и конечно же, куча интриг, загадок и тайн, разгадывать которые предлагается самим читателям, очень оригинальная магия мира. Читается на одном дыхании!!!!|"[ -9.3984165 -11.544201   -8.361695  ... -10.858238  -10.869811
 -10.864378 ]"|3
735|я прочитал ни все (двадцать с чемто ) книги , но по моему это великолепная книга ,мне так хочется пожить в том мире жаль что я не могу|[ -9.542028 -10.555702 -10.079356 ... -11.670577 -11.678729 -11.674941]|3
736|"Никогда еще я не отложила в сторону какой-либо книги Акунина, пролистав или пррочитав несколько страниц . Я не причисляю себя к лику постоянно и страстно читающих, очень разборчива в литературе, аллергически реагирую на нынешний ""Бурный поток"" низкопробных боевиков, триллеров и любовных романов на родном языке с вопящими названиями и обложками, но коль скоро я увижу где бы то ни было книгу Б. Акунина, мною еще не читанную, я замолкаю на полуслове, замираю на полдвижении и не выхожу из транса, пока не ""проглочу"". Изощренность сюжета, полетная динамика и элегантность изложения, узнаваемость характеров и ситуаций, но только в момент их вззникновения и ни секундой раньше - привязывают к книгам Акунина невидимыми путами. Ностальгическая, нехарактерная современным детективам эпоха, не располагавшая развернутым криминально-техническим арсеналом и компьютерной техникой заменены в совершенно гениальной пропорции фокусировкой на обворожительно неординарную личность сыскных дел мастера Эраста Фандорина - троюродного коллегу известного лондонского сыщика Шерлока Холмса - но более молодого, страстного, динамичного и блистательного, чем его западный потускневший собрат."|[-9.471297  -9.194757  -7.7106614 ... -8.619893  -8.62098   -8.620463 ]|3
737|Замечательная книга, советую всем кто любит фантастику!|"[-10.944781  -10.10611    -6.7291117 ... -10.75634   -10.768658
 -10.762857 ]"|3
738|Замечательная книга!!!!Гениальная, не побоюсь этого слова!!!Я читала, что сюжет приснился Стефани Майер во сне.Класс!Сейчас читаю продолжение на английском, с помощью программы перевода.|[-7.6889186 -8.769436  -7.4717407 ... -8.8286085 -8.842118  -8.835775 ]|3
739|настроение, которое создаёт эта книга, несравнимо ни счем! Целый новый мир, в который вы вливаетесь без остатка, и который наполняет вас светлой грустью.|[-9.367974  -7.7603703 -7.035522  ... -8.640805  -8.64093   -8.640867 ]|3
740|дайте почитать|"[-10.044203   -6.350854   -7.1386175 ...  -9.800862   -9.821346
  -9.8117   ]"|3
741|очень понравились все три книги.Динамика, сила,нет болота,не увязаеш в событиях. Аглавное сам чавствуеш во всех перепитиях героев. Давно не читала такой книги.СУПЕР! Хочется уже увидеть четвертую|[-8.1877775 -7.614565  -7.597404  ... -9.40618   -9.412215  -9.409402 ]|3
742|После прочтения взахлеб, долго пребывала в шоке-20Перечитывала несколько раз-|[-7.050006  -7.9965854 -6.9385295 ... -8.107265  -8.118195  -8.113027 ]|3
743|Книга вначале озадачила некоторым сюжетным сходством с властелином колец, но потом обрадовала ощущением одновременно психологичного и фэнтезийного стиля Эндрю Нортона и огромным количеством динамики и триллера Дина КУнца! Полностью оригинальное и талантливое произведение! буду читать все продолжения!|"[ -9.800802  -10.450531   -9.445599  ... -10.434605  -10.446077
 -10.4406805]"|3
744|Рвал вчера перед сном себе все, что возможно. Интересно составленный сборник, в который вошли даже стихи поэтов и поэтесс, не имеющих даже отдаленного отношения к юмору или команде Задорнова. Тем не менее, в композиции все читается довольно легко, а местами просто невозможно сдержать эмоции. Прекрасно поднимает настроение!|[-8.349444 -9.432734 -9.392308 ... -9.849746 -9.854478 -9.85228 ]|3
745|Без слов! Скажем, открыл для себя автора, которого в своей градации поставил в один ряд с Дюма, Булгаковым, Реем, де Локло, Достоевским...|[-8.196517  -7.553088  -7.5178967 ... -8.609979  -8.615966  -8.613166 ]|3
746|"Относительно недавно приводил свои впечатления от ""Закрытой книги"" Гилберта Адэра. Там речь шла о писателе, после аварии не имеющем возможности писать самостоятельно, и по этой причине нанявшем молодого помощника. В итоге этот помощник оказывается в далеком прошлом учеником писателя, к которому последний применял определенные действия... незаконного характера - сейчас не суть. В произведении Фаулза главный герой являет собой человека с кучей комплексов, выпадающего из общества, вдобавок ко всему - несостоятельного по мужской части. В юношестве он занимается коллекционированием бабочек, а уже в зрелом возрасте, после выигрыша приятной суммы в лотерее, его внимание концентрируется на одной милой особе. Они отдаленно знакомы друг с другом достаточно давно, но? в конечном счете? маньяк находит способ разрешения всех своих проблем: он выкрадывает девушку и помещает ее в подвал в недавно купленном доме. После нескольких недель такой чудной жизни девушка... умирает."|[ -6.877177  -9.360943  -8.75466  ... -10.112218 -10.121718 -10.117254]|3
747|Маст рид! Переводчику такой же респект, как и автору.|[-10.436701  -8.977743  -6.612862 ...  -8.468309  -8.482144  -8.475591]|3
748|замечательно|[-9.618529  -6.433994  -8.1405325 ... -9.75274   -9.766809  -9.760114 ]|3
749|Начал читать случайно. Раньше, если знал, что в серии больше 5 книг, даже и не приступал к чтению. А эта серия меня просто затянула с головой)). Очень легко читается; отличное сочетание юмора и философии - не скучно; красивый, мною очень любимый мир средневековья - рыцари, замки…; эльфы, гномы... - все кого любишь по другим книгам. В этой книге есть всё, что мне нравится. Всем рекомендую прочитать!|[ -8.997548  -9.125867  -9.352131 ... -11.007564 -11.021195 -11.014793]|3
750|На мой взгляд, это лучшая книга серии. Прочитайте и убедитесь сами)).|[-8.540876  -7.0878825 -6.466235  ... -9.303026  -9.315484  -9.309641 ]|3
751|"Это самое странное издание, которое я держала в руках. Знаете, в аннотации этого томика нет ни единого указания, что эта книга продолжает серию романов ""Темная сторона Лондона"", вышедших надо сказать сосвсем в другом формате. И самое интересное: в оглавлении этот роман обозначен как ""Дурной глаз"", однако же в самой книге он назван ""Колдовство в большом городе"", как и должен называться, исходя из авторского английского названия... Вообще если не считать этих издательских огрех, роман ""Колдовство в большом"" городе - самая запутанная часть эпопеи о Джоне Тэйлоре и оставляет читателю еще больше загадок. Так что будем ждать выхода заключительных трех частей, и надеяться если не на счастливый конец, то на ответы на все вопросы. PS: Ждать милости от природы сил больше нет - сама занялась переводом на русский язык."|[-8.78871  -9.937433 -8.768179 ... -9.986541 -9.994985 -9.99102 ]|3
752|Очень сложное и многоплановое произведение. В нем нет ни захватывающего сюжета, ни интриги, ни связности... Потому и кажется, что оно - плохо... Но стоит вчитаться, вжиться...|[-9.096187  -7.297956  -8.2409315 ... -9.580004  -9.594392  -9.587615 ]|3
753|История написана как будто штрихами. . Огромное количество описаний эвкалиптов, каких-то маленьких историй, совершенно чудаковатых, необычных, этаких баек... И к этому всему вплетается история любви, в общем то такая же чудаковатая и необычная... Великолепное ухаживание молодого человека за главной героиней - просто блеск! Мне очень понравилось!|"[ -8.616821   -9.6754875  -7.7940006 ... -10.105458  -10.1169815
 -10.111569 ]"|3
754|Великолепная книга!|[-8.599931  -7.7499695 -6.9355483 ... -9.050598  -9.06749   -9.059532 ]|3
755|Отличная книга где можно купить?|[-11.36335  -13.599133  -9.636402 ... -13.348914 -13.380767 -13.365777]|3
756|Это высший класс|[-9.20334  -7.392384 -6.3907   ... -8.580488 -8.583733 -8.582164]|3
757|"Книга неплохая. Но вставки ""А в это же время за бугром..."" несколько разбавляют динамику сюжета; не раскрит образ Ингви (спишем это на сериальность); скомканый и непонятный конец. В остальном имеем прекрасный юмор, интригу и надежду на продолжение. Вывод: читать!"|[-9.98001   -7.7239037 -8.3646    ... -9.866989  -9.884109  -9.876019 ]|3
758|И интересно, и смешно, и трогательно|"[-10.32562   -11.401172   -8.306366  ... -11.6719885 -11.699497
 -11.686525 ]"|3
759|"Оцениваю высоко, потому что невозможно поставить меньшую оценку столь великому произведению, показавшему уродство общества во всех его отраслях-0D Да это отвратительно, да над этим нужно подумать, и когда ты проникнешь в суть общества, в котором есть только почитание Старшего Брата и нет прекрасного чувства любви человека к человеку, ты поймешь, что это общество и есть АД-20Перечеркнутая любовь, вытравленная, ограниченная-не просто любовь как чувство, но как и ее физическое воплощение, в ней нет удовольствия, нет страсти, нет жжения души - это ""партийный долг""-0D Семья - это самое опасное, что может быть для человека-20Тебе не разрешат завести ее просто так и с тем, с кем захочешь-20Твои близкие - это твоя же погибель, поскольку они донесут тебя так, если бы ты был чужим для них-0D Мысли человека, если они не направлены на правящую партию, если они не шагают вслед за ней стройными рядами - запретны, принудительно выдавлены из разума в пыточных камерах Министерства любви Да это ужасная по своей сути книга, но ее нужно читать хотя бы для того, чтобы увидеть - наша жизнь хоть немного да лучше"|[ -8.672878  -9.478735  -9.254416 ... -10.175732 -10.180689 -10.178382]|3
760|Мне очень понравилось! Я прочитала эту книжку за 1 день. Очень смешная и интересная. Всем рекомендую!|[ -9.574435  -9.886544  -8.056109 ... -10.690317 -10.71358  -10.70265 ]|3
761|Чудесная книга! Приключения, юмор, добро и зло... где была эта книга в мои 10-15 лет? Но и сейчас, много лет спустя, читается с удовольствием и на одном дыхании.|[-10.798662 -11.352521  -9.420235 ... -11.616464 -11.639079 -11.628444]|3
762|Эшреи - добрые духи железного леса. Империи понадобился этот лес, и она его вырубила и погубила эшреев. Это образчик экологической катастрофы в масштабах целой планеты.|[ -9.067128  -7.376232  -8.507754 ... -10.691128 -10.697168 -10.694368]|3
763|очень люблю|"[-10.661249   -8.614449   -6.2346134 ... -10.705729  -10.734333
 -10.720844 ]"|3
764|Эта повесть выходила в 10-м сборнике фантастики АСТ. Классный нанонанк и при том (техно)патриотичный|[-8.375907  -6.7049236 -6.8184714 ... -9.035827  -9.043084  -9.039709 ]|3
765|Если кто-то помнит одноименный фильм, то прочитать книжку тем более стоит - она немного отличается в приятную сторону. Это очень милое произведение для детей и юношества, как говорится.|[ -9.72877  -10.301916  -9.222879 ... -11.626523 -11.64954  -11.638736]|3
766|произведение мне очень понравилось!!просто супер!!всем читать!!|[-11.838923 -11.31594   -9.146166 ... -12.242444 -12.257172 -12.250272]|3
767|Это захватывающе. Мемуары такими и не бывают. От этого хочется жить, творить, летать... и читать, читать, читать.|"[ -9.972304  -10.17481    -7.4936976 ... -10.705925  -10.714236
 -10.710323 ]"|3
768|Первое что я прочитал у Мураками. Ощущения непередаваемые. Как глоток свежего воздуха. Слог у Мураками лёгкий и без особых нравоучений. Очень понравилось. С тех пор поклонник Мураками.|[-9.970404 -9.271372 -8.563847 ... -9.129929 -9.13949  -9.134976]|3
769|Must read! Мало того, что замечательная научно-популярная книга, так еще и настощая литература. Каждая глава - целый сюжет! В общем классика жанра.|[-6.9980106 -8.028661  -6.470512  ... -9.273506  -9.285774  -9.280025 ]|3
770|На какая же это фантастика, елы-палы...|"[-10.317597   -8.0867605  -6.8424964 ...  -9.772675   -9.796969
  -9.785522 ]"|3
771|Эту книгу должен прочитать каждый. Каждый, кто вообще хочет, чтобы у него осталась возможность хоть что-то читать. Даже если вам не слишком интересна эта тема, все-таки надо знать, откуда в наши дни тихо и незаметно надвигается самая серьезная угроза культуре. Сегодня не читать Лессига - это преступление против культуры.|[-10.171824  -8.922768 -10.291778 ... -11.624651 -11.646377 -11.636174]|3
772|Здравствуйте, срочно куплю эту книгу. Ищу ее уже 4 года.|[ -9.10623  -11.079107 -10.409612 ... -11.403582 -11.424296 -11.41454 ]|3
773|книга произвела сильное впечатление, впервые прочитал на english.весьма, и очень.рекомендую для желающих попытаться остановить мир.|"[-10.486392  -10.009957   -9.02795   ... -10.81483   -10.8231735
 -10.819228 ]"|3
774|дрень-дребедень-дрень!!!дрень!!!дрень-дребедень-дрень!!! марс атакует!ура!!!жалко оранжевого апельсина и все бестолковое человечество,послание уж больно короткое оказалось.вот так всегда...|[ -9.5188   -10.139717 -10.275131 ... -10.876822 -10.883021 -10.880115]|3
775|Люди, перечитайте в сознательном возрасте - юмор для взрослых!|[-6.8858356 -7.6656737 -9.313487  ... -8.119653  -8.127797  -8.123959 ]|3
776|"Рискуя показаться восторженным (а на самом деле я любитель выискивать недостатки), скажу о книге, которую я хотел бы иметь на своей полке всегда. Постнов великолепен. Мне даже не верится, что наше время породило литературу такого уровня. Он сочетает атмосферу мистики и потустороннего ужаса Гоголя и По, щемящее чувство жизни Пастернака и Булгакова (с последним он разделяет также киевскую тему), рафинированный набоковский язык и тонкий юмор и самоиронию. Достойнейшее продолжение лучших традиций русской и мировой классики, как 19го, так и 20го веков. Жаль, что ""Страх"" и ""Поцелуй Арлекина"" - похоже, всё, что у него вышло."|[-10.283436  -9.577641  -8.178601 ... -10.187289 -10.196383 -10.192113]|3
777|Непростая для чтения, но поражающая масштабом мысли книга великого гения. Одна из лучших книг о современном человеке. Настоящий шедевр постмодернизма. Думаю, никого не оставит равнодушным.|"[-11.405728   -9.1900215  -9.557304  ...  -9.487812   -9.498139
  -9.493298 ]"|3
778|Пожалуй лучший, я бы даже сказал, хрестоматийный образчик киберфентези на сегодняшний день.|[-9.097679  -7.612863  -4.3580403 ... -7.430114  -7.437564  -7.4340696]|3
779|Саймон хорош, как никогда - это самое неожиданное и вероятно одно из самых непредсказуемых его произведений. Вы начинаете его читать и готовитесь к комедии с юморными подкалываниями, шуточками беззлобными приколами, ведь что может быть глупее принца на единороге и принцессы из замка, которой этот единорог как транспортное средство явно не подходит. Однако нет, автор приготовил нам другое... где-то с третьей главы начинается настоящий хоррор, пахнущий страхом, кровью и завалами трупов, как человеческих, так и демонических... Приятного вам путешествия по Лесному королевству в те времена, когда над ним восходит Голубая Луна.|[ -8.985892 -10.257193  -8.379876 ...  -9.612985  -9.618025  -9.61565 ]|3
780|Книга о нонконформизме. Нонконформизм как образ жизни. Но бросить вызов обыденности мало, нужно дать что-то вместо тотального отрицания. А иначе так легко запутаться в интеллектуальных играх и тут ты теряешь что-то важное и остаешься висеть на доске над улицами Буэнос-Айреса вместо того чтобы твердо стоять на ногах. Или запутываешься в нитях, тазах с водой и бумпистолях. Глупо, очень глупо ...|[ -8.802806  -9.126562  -8.555984 ... -10.271445 -10.280848 -10.276444]|3
781|Брэдбери - очень ароматный, живой, удивительно теплый писатель, ребенок в душе. Он умеет рассказать о детстве для взрослых, о детских страхах и мечтаниях. Его стоит почитать даже ради слога и образов. С его книгами становится тепло когда за окнами холод или дождь. Надвигается беда - просто моя любимая из всех его рассказов и повестей.|[ -9.678485  -9.329046  -9.977692 ... -11.533987 -11.544134 -11.539398]|3
782|Просто отличная книга о православии и России. После ее прочтения год состоит не из одиноковых серых будней и не менее серых выходных, а каждый день обретает смысл, появляется чувство Праздника с большой буквы.|[-10.285933  -9.186657  -9.951441 ... -10.735235 -10.746903 -10.741449]|3
783|Книга поразила удивительной человечностью и отсутствием всякой назидательности. Истории, большей частью грустные, это истории и про нас с вами, сегодняшних.|[-8.856193 -8.464424 -8.047169 ... -9.595216 -9.600915 -9.598246]|3
784|Какое счастье, что умудрился не прочесть Муму в школе. Кажется, не читал ничего более пронзительного и лиричного.|"[ -9.350622  -11.174018   -7.214887  ...  -9.954364   -9.961309
  -9.9580345]"|3
785|Это гениальный текст, равный предмету исследования.|[-11.43394   -9.308092  -8.833829 ... -10.501857 -10.51592  -10.509268]|3
786|читать этот текст трудно, как взбираться на высокую гору, но такое чтение шанс подрасти и самому|"[-10.0775175  -8.501109   -8.824828  ... -10.627181  -10.634495
 -10.63108  ]"|3
787|В культуре нет ничего случайного. Она главнее, старше по званию, чем политика. Политики следуют в фарватере культуры,а не наоборот. Паперный по-научному убедительно доказывает эти постулаты на роскошных примерах советского авангарда и сталинской эпохи. Великая книга.|[-8.676955  -7.188355  -6.8682184 ... -9.067007  -9.06748   -9.067286 ]|3
788|Читать и перечитывать. Всю жизнь.|[-11.511938 -10.478421  -9.245209 ... -11.679308 -11.690202 -11.685079]|3
789|Очень понравилось произведение, что -то в нем очень жизненное есть не смотря на фантастику, будущее и т.д .|[ -9.761273  -9.827271  -8.991258 ... -12.998648 -13.027999 -13.014214]|3
790|Вся серия Диптауна супер|"[ -8.621226   -8.2172575  -8.97826   ... -10.590585  -10.606897
 -10.599268 ]"|3
791|Не очень простая книга, в моем представлении, но затронута очень сложная тема - смерть и ее восприятие, мне понравилось, но очень грустно, зато полезно|[-8.863669  -6.5928698 -8.109732  ... -9.777423  -9.791464  -9.784875 ]|3
792|Одно из лучших по моему мнению произведений автора|[-10.964828 -12.521285  -7.341811 ...  -8.692954  -8.695307  -8.69416 ]|3
793|Страшная история, не знаб правда ли, но если хоть отчасти правда - ужас. Читать было интересно|[-11.157906  -8.624662 -11.087921 ... -12.749227 -12.767946 -12.759193]|3
794|Отличная книга про патриотизм, страну, работу и настоящих мужчин|[-15.769474 -12.404315  -9.008751 ... -11.868158 -11.895941 -11.882857]|3
795|По стилю - лучшее из того, что приходилось читать. Пожалуй, и по содержанию|[-9.21819  -8.923091 -8.318231 ... -9.541428 -9.554142 -9.548126]|3
796|Замечательная книга прекрасной английской писательницы. Захватывающие приключения Гарри, Рона и Гермионы продолжаются, на этот раз они становятся более опасными. Зло становится все сильнее. Теперь Гарри предстоит сражение куда более опасное прежнего. Но ведь для Гарри и его друзей нет ничего невозможного!!! Думаю, книги о Гарри Поттере должен прочитать каждый. Если кто и не читал, то, думаю, он очень многое потерял. Огромное удовольствие гарантировано!|[ -8.710349 -10.867759  -9.122967 ... -10.338889 -10.353274 -10.346514]|3
797|Читал минимум три раза, и до сих пор щемит душа, когда читаю первые страницы (дальше, как правило, времени не хватает). Один из претендентов на ЛЮБИМУЮ КНИГУ.|[-7.9990134 -9.620427  -8.250925  ... -9.868119  -9.882575  -9.8757715]|3
798|Одни из лучших мемуаров об авиации. Интересующимся небом - читать всеобязательно!|[-6.5423803 -4.87654   -6.471173  ... -7.853575  -7.857036  -7.8554053]|3
799|не смотря на сложный язык, чтение приносит удовольствие. история предстает другими красками, совершенное иное понимание коммунизма и вообще идей социального равенства. но и высмеивание гипертрофированного понимания социалистических утопий, строительство не дома, но целого мира - вот глубочайшая философия романа|"[-10.812365   -9.137772  -10.095674  ... -11.1831455 -11.195316
 -11.189591 ]"|3
800|Замечательный детектив. Получила настоящее удовольствие от прочтения. Хороший сюжет, живой язык, романтика.|"[-10.385996   -8.458378   -7.7133865 ...  -9.678638   -9.699289
  -9.689525 ]"|3
801|Классно. Читала до самого утра. Из книг Н.Перфиловой это моя самая любимая.|"[-10.781235   -9.477351  -10.089812  ... -10.745054  -10.7634325
 -10.75482  ]"|3
802|Книга о начале упадка в английской аристократии времен первой мировой войны. Замечательное описание иделической жизни в Оксфорде|"[ -7.8945627  -6.631463  -10.233538  ... -10.867579  -10.8808
 -10.874586 ]"|3
803|Самая неожиданная, смешная и просто великолепная книга, которую когда либо читал. Буду терпеливо ждать продолжения.|"[-10.785151   -9.292062   -8.2964325 ... -11.373563  -11.393572
 -11.384146 ]"|3
804|супер|[-11.653437 -11.10747   -9.73038  ... -11.02215  -11.032429 -11.027537]|3
805|Написано интересно и очень любопытный детективный сюжет. Эта книга продолжение Бриллиантов для замарашки, но написано на порядок лучше. Их можно читать и в другом порядке, так как действие не зависит друг от друга, только герои одни.|[-11.120491 -11.493798  -9.61096  ... -11.088882 -11.105024 -11.097455]|3
806|Интересный душевный детектив, кончается совсем не обычно, иногда для разнообразия хочется, чтобы книга кончилась не хеппиэндом. Особенно когда он вроде бы по всем параметрам предполагается. Эта книга именно такая.|[ -9.342172  -7.935249  -8.074426 ... -11.193561 -11.20867  -11.201568]|3
807|Замечательное произведение!!!|[-8.649757  -7.442997  -5.067005  ... -7.901442  -7.9087567 -7.9053025]|3
808|Остроумно, точно, вкусно.|"[ -9.010556  -10.418121   -6.4748588 ... -10.678815  -10.688973
 -10.684195 ]"|3
809|очень захватывающе интересно и полезно|[-10.2048    -6.196958  -7.119422 ... -10.002132 -10.016351 -10.009577]|3
810|Вещь, изменившая мое отношение к людям, к жизни и к себе|"[-10.508904   -9.8031435  -9.2421875 ... -11.027552  -11.038373
 -11.033302 ]"|3
811|Отличная книга|[-9.773959  -8.991095  -4.2681804 ... -8.39883   -8.411818  -8.405633 ]|3
812|Великолепное произведение. Великолепное и страшное. Мерзость (по отношению к героям и ситуациям) надолго осела в сознании.|[-9.232691  -8.0185795 -8.299804  ... -9.122196  -9.130783  -9.126744 ]|3
813|Инетересно написано. Много интересных идей высказано автором через главных героев, а главное отражена жизненная позиция автора, который является человеком неординарным. Читать его книги - одно удовольствие...хотя вот не мог этого сказать о книге Муравьи=)|"[-11.121178   -9.607079   -9.013985  ... -10.94727   -10.9597225
 -10.953884 ]"|3
814|Супер! И читается на одном дыхании.|[-11.82006   -9.202384  -7.393154 ... -10.121702 -10.143805 -10.133375]|3
815|Сильно, даже всплакнулъ.|[-6.311924  -7.5188875 -5.54746   ... -5.185615  -5.1758037 -5.180348 ]|3
816|Лучшее чтение для приобретения той пустоты, что зовется просветлением|[-10.3805   -10.519302 -12.914041 ... -11.486489 -11.500111 -11.493705]|3
817|Очень интересный рассказ.|"[ -8.523131  -10.599418   -7.3652577 ... -11.178562  -11.202853
 -11.191392 ]"|3
818|Один из лучших детективов серии. Начинается повестование с конца, с финала душещипательно детектива, о погоне за Алмазной колесницей (пути ни добра ни зла а вечной борьбы). Господин Фандорин и его слуга и лучший друг Маса продолжают свои приключения в стенах белокаменной. Нужно найти и обезвредить преступника связанного страшным заговором... Но никто не знает кто скрывается за максой преступника...|[ -9.854244  -9.701778  -8.493326 ... -10.883398 -10.895425 -10.889804]|3
